task_key,任务,目标编号,exec_time,start_time,distance,angle_deg,speed,acceleration,window_points,margin_mean,margin_worst,scenario_feasible_rate,feasible_scenarios,margin,normalized_margin,bottleneck_constraint
射击|S11|525.4,射击,S11,525.35,523.85,26.915127477681136,-39.96137396794108,1.2251726746186091,0.4745478253248056,16,0.0216885612159072,0.0,0.2,1,0.0216885612159072,0.0216885612159072,acceleration
射击|S11|525.6,射击,S11,525.55,524.05,27.087220787974893,-38.50435710965489,1.0641169819425071,0.5418404143003578,16,0.028617513226584863,0.0,0.4,2,0.028617513226584863,0.028617513226584863,distance_upper
射击|S11|526.0,射击,S11,525.95,524.45,28.22950670698794,-39.661084285898745,1.0472739913765619,0.4975501398389065,16,0.02716521781838762,0.0,0.4,2,0.02716521781838762,0.02716521781838762,distance_upper
射击|S11|526.2,射击,S11,526.15,524.65,27.489083556967984,-39.87065957675872,1.0671163086610365,0.2503525959978051,16,0.01868262508244419,0.0,0.4,2,0.01868262508244419,0.01868262508244419,distance_upper
射击|S11|526.6,射击,S11,526.65,525.15,26.545069908946395,-39.7566966102575,1.2391067335826664,1.1798311076783865,16,0.013344007842925975,0.0,0.2,1,0.013344007842925975,0.013344007842925975,distance_upper
射击|S11|526.8,射击,S11,526.75,525.25,26.665042967669724,-39.507165535037224,1.3175812630737525,1.1979719083653517,16,0.04090555278391238,0.0,0.6,3,0.04090555278391238,0.04090555278391238,distance_upper
射击|S11|527.4,射击,S11,527.35,525.85,26.35447041937056,-38.167499911046434,1.448837568945702,0.6258792401093061,16,0.05571531092418306,0.0,0.8,4,0.05571531092418306,0.05571531092418306,distance_upper
射击|S11|528.0,射击,S11,527.95,526.45,29.21037131361307,-36.31515304221132,1.6433134516490127,0.6221971724549772,16,0.01028653884144248,0.0,0.6,3,0.01028653884144248,0.01028653884144248,distance_upper
射击|S11|528.2,射击,S11,528.15,526.65,29.971710717432508,-36.71712615529007,1.8163277020993227,0.5575121173350533,16,0.00022631426053993666,0.0,0.2,1,0.00022631426053993666,0.00022631426053993666,distance_upper
射击|S11|528.6,射击,S11,528.55,527.05,29.81368902804568,-37.330378823007216,1.7155029187740318,0.7583408326637571,16,0.0005875764610700286,0.0,0.2,1,0.0005875764610700286,0.0005875764610700286,distance_upper
射击|S11|654.2,射击,S11,654.25,652.75,21.79077011800762,-54.249210250709915,1.9698220819020142,0.573967153968874,16,0.0008940030379757768,0.0,0.2,1,0.0008940030379757768,0.0008940030379757768,speed
射击|S11|750.4,射击,S11,750.45,748.95,24.617203637287695,-168.72757760551076,1.8699705345357718,0.19431778522422963,16,0.013002946546422822,0.0,0.2,1,0.013002946546422822,0.013002946546422822,speed
射击|S11|750.6,射击,S11,750.65,749.15,24.171158065227793,-167.7730250053185,1.8416056803468617,0.7100153102842994,16,0.01425159225102035,0.0,0.4,2,0.01425159225102035,0.01425159225102035,speed
射击|S11|751.2,射击,S11,751.15,749.65,23.72748035545607,-167.58496442443496,1.8769966709253407,0.3408392373231753,16,0.012300332907465928,0.0,0.2,1,0.012300332907465928,0.012300332907465928,speed
射击|S11|751.4,射击,S11,751.35,749.85,23.372517204722215,-167.11623508892922,1.8010513970146738,0.6082211539885957,16,0.005871663793954008,0.0,0.2,1,0.005871663793954008,0.005871663793954008,speed
射击|S11|751.8,射击,S11,751.85,750.35,22.374328383125974,-165.91386307547106,1.430756367638389,0.32122759862085387,16,0.012300332907465928,0.0,0.2,1,0.012300332907465928,0.012300332907465928,speed
射击|S11|752.0,射击,S11,752.05,750.55,21.599655900068434,-165.32676428184044,1.6728461175190703,1.132047019290078,16,0.005871663793954008,0.0,0.2,1,0.005871663793954008,0.005871663793954008,speed
射击|S11|752.6,射击,S11,752.55,751.05,22.14433123582979,-161.99121872007876,1.6202680245989918,0.40582091036169693,16,0.006800772417567292,0.0,0.2,1,0.006800772417567292,0.006800772417567292,acceleration
射击|S11|752.8,射击,S11,752.75,751.25,21.492699301037582,-160.82958863054318,1.7141936761758922,0.5943494046193272,16,0.012837198261774652,0.0,0.2,1,0.012837198261774652,0.012837198261774652,speed
射击|S11|753.0,射击,S11,752.95,751.45,20.58602034484095,-161.3601833877343,1.7394907598124696,0.6057895920641224,16,0.023052701781431727,0.0,0.4,2,0.023052701781431727,0.023052701781431727,speed
射击|S11|753.4,射击,S11,753.45,751.95,20.70339255504562,-157.09184882751308,1.8797572431926395,0.4199810175677014,16,0.022565292857879338,0.0,0.4,2,0.022565292857879338,0.022565292857879338,speed
射击|S11|753.6,射击,S11,753.55,752.05,20.27358681155592,-157.86123509292068,1.8140525196129729,0.7289145227347399,16,0.01166293290717649,0.0,0.4,2,0.01166293290717649,0.01166293290717649,speed
射击|S11|763.6,射击,S11,763.65,762.15,19.061424486250097,-74.99836156312074,1.7594422955360527,0.4286548257233612,16,0.022337507815051172,0.0,0.2,1,0.022337507815051172,0.022337507815051172,speed
射击|S11|763.8,射击,S11,763.75,762.25,19.067880302831163,-73.19556953001396,1.6949352612827047,0.2351598117047849,16,0.045304234235124044,0.0,0.4,2,0.045304234235124044,0.045304234235124044,speed
射击|S11|764.0,射击,S11,763.95,762.45,19.79425263823148,-70.61524990798465,1.6580523487148946,0.5890735193110469,16,0.07218929403190308,0.0,0.6,3,0.07218929403190308,0.07218929403190308,speed
射击|S11|764.2,射击,S11,764.25,762.75,18.689658138926294,-67.7546527355062,1.5736820555634992,0.8729553539969584,16,0.020598406095188638,0.0,0.2,1,0.020598406095188638,0.020598406095188638,speed
射击|S11|764.4,射击,S11,764.45,762.95,18.41933316269653,-67.46007800961075,1.4419279942132297,0.9083058171703164,16,0.048349725666468314,0.0,0.4,2,0.048349725666468314,0.048349725666468314,speed
射击|S11|764.6,射击,S11,764.65,763.15,19.023424284581576,-66.54152666587483,1.4974279420993026,0.834165431443859,16,0.08213435524680454,0.0,0.6,3,0.08213435524680454,0.08213435524680454,speed
射击|S11|764.8,射击,S11,764.85,763.35,18.712571030502406,-64.68829793084971,1.6995024430825934,0.8426158085850349,16,0.020598406095188638,0.0,0.2,1,0.020598406095188638,0.020598406095188638,speed
射击|S11|765.0,射击,S11,764.95,763.45,19.585987411275518,-64.14349431534265,1.6533949616832644,0.9670043940753438,16,0.03466050383167356,0.0,0.2,1,0.03466050383167356,0.03466050383167356,speed
射击|S11|765.2,射击,S11,765.15,763.65,19.357340239345117,-61.774500723493745,1.8289846194572492,0.06958172890694496,16,0.0642659011733715,0.0,0.6,3,0.0642659011733715,0.0642659011733715,speed
射击|S11|765.4,射击,S11,765.45,763.95,19.572368210289312,-61.43920386304089,1.8731092479023947,0.05181557791348048,16,0.03134861744571475,0.0,0.4,2,0.03134861744571475,0.03134861744571475,speed
射击|S11|765.6,射击,S11,765.55,764.05,20.250216851895182,-57.92793423229887,1.7784918702627481,0.1129365580166041,16,0.022150812973725186,0.0,0.2,1,0.022150812973725186,0.022150812973725186,speed
射击|S11|765.8,射击,S11,765.85,764.35,20.429382791687797,-57.28749027775786,1.856467869238891,0.012366237509756312,16,0.05386528920356677,0.0,0.6,3,0.05386528920356677,0.05386528920356677,speed
射击|S11|766.0,射击,S11,766.05,764.55,20.958757554875856,-57.21766721041046,1.8768506449762534,0.05015241251722784,16,0.028277755997734254,0.0,0.4,2,0.028277755997734254,0.028277755997734254,speed
射击|S11|766.2,射击,S11,766.15,764.65,21.262762895872807,-55.912990243227384,1.8047192858361982,0.17890017992211976,16,0.019528071416380178,0.0,0.2,1,0.019528071416380178,0.019528071416380178,speed
射击|S11|766.4,射击,S11,766.35,764.85,21.639047674118537,-55.25504340918493,1.8234986360168026,0.14151586676258715,16,0.03662440279266099,0.0,0.4,2,0.03662440279266099,0.03662440279266099,speed
射击|S11|766.6,射击,S11,766.65,765.15,21.657998563635424,-55.55228067301923,1.8517245789814398,0.08467281269255236,16,0.026378713645626294,0.0,0.4,2,0.026378713645626294,0.026378713645626294,speed
射击|S11|766.8,射击,S11,766.75,765.25,22.003503081609157,-55.99636688004492,1.828239180017358,0.11231740593438178,16,0.03485933321364052,0.0,0.4,2,0.03485933321364052,0.03485933321364052,speed
射击|S11|767.0,射击,S11,766.95,765.45,22.049324070423832,-55.07756260175059,1.8156301795100271,0.20937093398506343,16,0.036388856722609365,0.0,0.4,2,0.036388856722609365,0.036388856722609365,speed
射击|S11|767.2,射击,S11,767.25,765.75,22.56118941183076,-53.663461342270935,1.7979186665509501,0.12902525449838098,16,0.026378713645626294,0.0,0.4,2,0.026378713645626294,0.026378713645626294,speed
射击|S11|767.4,射击,S11,767.45,765.95,22.470828872692575,-54.686940839967576,1.7861157387445477,0.17789820296525438,16,0.034801551847694026,0.0,0.4,2,0.034801551847694026,0.034801551847694026,speed
射击|S11|767.6,射击,S11,767.55,766.05,22.310625578967084,-53.86875472838498,1.793719121537941,0.2817798775446236,16,0.036088972660576736,0.0,0.4,2,0.036088972660576736,0.036088972660576736,speed
射击|S11|767.8,射击,S11,767.85,766.35,22.9897130661283,-50.84833571890723,1.7157177688970646,0.17592429550440045,16,0.013211392550542666,0.0,0.2,1,0.013211392550542666,0.013211392550542666,speed
射击|S11|768.0,射击,S11,767.95,766.45,23.067647872882674,-51.38252930634426,1.713712396351026,0.16111143149071805,16,0.03267493691857637,0.0,0.4,2,0.03267493691857637,0.03267493691857637,speed
射击|S11|768.2,射击,S11,768.15,766.65,23.14340498766664,-49.5974683785416,1.7178360177131504,0.2459059214079804,16,0.05077588211215005,0.0,0.6,3,0.05077588211215005,0.05077588211215005,speed
射击|S11|768.4,射击,S11,768.45,766.95,23.212907064735038,-47.76238832592123,1.6055708324769367,0.22377446136736542,16,0.017160834220745345,0.0,0.2,1,0.017160834220745345,0.017160834220745345,speed
射击|S11|768.6,射击,S11,768.65,767.15,23.453018208829313,-49.88242190059707,1.5930766674131855,0.2187423892735771,16,0.03274752383061823,0.0,0.4,2,0.03274752383061823,0.03274752383061823,speed
射击|S11|768.8,射击,S11,768.85,767.35,23.273051392493514,-49.893796653413766,1.633119782145895,0.2336107797665723,16,0.049515005293182514,0.0,0.6,3,0.049515005293182514,0.049515005293182514,speed
射击|S12|508.0,射击,S12,508.05,506.55,25.990648199865536,26.256783437776296,1.2397614030860151,1.1721760876402993,16,0.0060506739983723435,0.0,0.4,2,0.0060506739983723435,0.0060506739983723435,speed
射击|S12|508.2,射击,S12,508.15,506.65,25.75696935834202,24.73804537023482,1.2426605402815418,1.486550791635539,16,0.0017932277819281417,0.0,0.2,1,0.0017932277819281417,0.0017932277819281417,acceleration
射击|S12|508.6,射击,S12,508.65,507.15,26.1991544622739,24.372293577515073,0.7763702536085134,0.8530938799593278,16,0.001392508651242134,0.0,0.2,1,0.001392508651242134,0.001392508651242134,acceleration
射击|S12|508.8,射击,S12,508.75,507.25,26.21398091714495,23.759106692015706,0.8041957232986053,0.6950050447711482,16,0.0017932277819281417,0.0,0.2,1,0.0017932277819281417,0.0017932277819281417,acceleration
射击|S12|509.2,射击,S12,509.25,507.75,27.995014768155634,21.186877298991057,0.7566105644437093,0.22055777180613795,16,0.001392508651242134,0.0,0.2,1,0.001392508651242134,0.001392508651242134,acceleration
射击|S12|509.4,射击,S12,509.35,507.85,27.933289709652193,20.770575690597944,0.73251835036009,0.8358181040928186,16,0.0017932277819281417,0.0,0.2,1,0.0017932277819281417,0.0017932277819281417,acceleration
