candidate_id,目标编号,任务,exec_time,normalized_margin,bottleneck_constraint
0,S01,射击,480.35,0.02127544679860882,speed
1,S01,射击,480.45,0.02127544679860882,speed
2,S01,射击,480.55,0.02127544679860882,speed
3,S01,射击,480.65,0.02127544679860882,speed
4,S01,射击,480.75,0.02127544679860882,speed
5,S01,射击,480.85,0.022586360165033792,speed
6,S01,射击,480.95,0.03365978833604366,speed
7,S01,射击,481.05,0.03365978833604366,speed
8,S01,射击,481.15,0.02050602334326168,speed
9,S01,射击,481.25,0.02050602334326168,speed
10,S01,射击,481.35,0.02050602334326168,speed
11,S01,射击,481.45,0.02050602334326168,speed
12,S01,射击,481.55,0.02050602334326168,speed
13,S01,射击,481.65,0.02050602334326168,speed
14,S01,射击,481.75,0.02050602334326168,speed
15,S01,射击,481.85,0.02050602334326168,speed
16,S01,射击,481.95,0.02050602334326168,speed
17,S01,射击,482.05,0.02050602334326168,speed
18,S01,射击,482.15,0.02050602334326168,speed
19,S01,射击,482.25,0.02050602334326168,speed
20,S01,射击,482.35,0.02050602334326168,speed
21,S01,射击,482.45,0.02050602334326168,speed
22,S01,射击,482.55,0.02050602334326168,speed
23,S01,射击,482.65,0.02050602334326168,speed
24,S01,射击,482.75,0.03452441689606611,speed
