event_id,event_type,target_id,start_time,execute_time,distance,speed,acceleration,margin
S_00057,shooting,S02,492.75,494.25,23.94444509289094,1.1566008171885416,0.27519607339732094,0.12772010253925922
S_00058,shooting,S02,492.85,494.35,23.95893091448617,1.150301572079074,0.8810436160698029,0.12772010253925922
S_00059,shooting,S02,492.95,494.45,24.22141597838861,1.1110766289537015,1.1739712556811173,0.12772010253925922
S_00060,shooting,S02,493.05,494.55,24.542693485144227,1.062417713334145,0.9969932026133521,0.12772010253925922
S_00061,shooting,S02,493.15,494.65,24.621439035522332,1.0365205842349925,0.5647451801211103,0.12772010253925922
S_00062,shooting,S02,493.25,494.75,24.466080528712613,1.038122707179419,0.06999526415516408,0.12772010253925922
S_00063,shooting,S02,493.35,494.85,24.23737549245255,1.0379082604385468,0.8181224009812701,0.15972452004161752
S_00064,shooting,S02,493.45,494.95,24.044666539080126,1.0485775848352668,1.1608729538506672,0.15972452004161752
S_00065,shooting,S02,493.55,495.05,23.940906103278955,1.1011943135297888,1.005048052280708,0.15972452004161752
S_00066,shooting,S02,493.65,495.15,24.005489818037034,1.1790687666941488,0.856353566748607,0.15972452004161752
S_00067,shooting,S02,493.75,495.25,24.291519109125126,1.259594527459125,0.7711090617555076,0.2151424385791067
S_00068,shooting,S02,493.85,495.35,24.707242116163233,1.327686334824862,0.5863990236316645,0.21171031535347068
S_00069,shooting,S02,493.95,495.45,25.04252931450678,1.3708151248882972,0.32417545815788634,0.19829882741972882
S_00070,shooting,S02,494.05,495.55,25.25694565551212,1.3923437427927918,0.2015921886347146,0.18972217377951522
S_00071,shooting,S02,494.15,495.65,25.504128811894837,1.4078605622686617,0.24527622130056254,0.1798348475242065
S_00072,shooting,S02,494.25,495.75,25.825080937807833,1.4362404103374813,0.606502904298347,0.1669967624876867
S_00073,shooting,S02,494.35,495.85,26.076041598354195,1.5028285123608585,1.0057464457980916,0.1569583360658322
S_00074,shooting,S02,494.45,495.95,26.179249640580036,1.616055662730538,1.2876515646849331,0.1415656235433779
S_00075,shooting,S02,494.55,496.05,26.1841014994099,1.7421265695136563,1.2411669790463806,0.12893671524317185
S_00076,shooting,S02,494.65,496.15,26.127697503561077,1.8329322561928965,0.9548623308212629,0.08353387190355177
S_00077,shooting,S02,494.75,496.25,26.111250064313445,1.896609208534486,0.8240902361335534,0.051695395732757055
S_00078,shooting,S02,494.85,496.35,26.288650780987503,1.9881420615109993,1.113806959276161,0.0059289692445003706
S_00079,shooting,S03,478.85,480.35,13.358580926963796,1.9326804233279127,0.2594064515573358,0.02127544679860882
S_00080,shooting,S03,478.95,480.45,13.505408277547511,1.9284338617567034,0.5479120958929405,0.02127544679860882
S_00081,shooting,S03,479.05,480.55,13.697375477271141,1.8489766474888012,1.2123778129084488,0.02127544679860882
S_00082,shooting,S03,479.15,480.65,13.655397907008702,1.751543231042297,1.0408957697885954,0.02127544679860882
S_00083,shooting,S03,479.25,480.75,13.388248112633619,1.7038046148340447,0.16757370301803554,0.02127544679860882
S_00084,shooting,S03,479.35,480.85,13.167822971557346,1.726667034059839,0.647907451813512,0.022586360165033792
S_00085,shooting,S03,479.45,480.95,13.076987654485135,1.811221780611295,0.9824246501011479,0.03365978833604366
S_00086,shooting,S03,479.55,481.05,12.937002528003395,1.9109412737536389,0.740350290130024,0.03365978833604366
S_00087,shooting,S03,479.65,481.15,12.558811066062741,1.9589879533134766,0.3794596200805587,0.02050602334326168
S_00088,shooting,S03,479.75,481.25,11.957665590681154,1.9309511662078678,0.9005394925814459,0.02050602334326168
S_00089,shooting,S03,479.85,481.35,11.45264236737412,1.8595056291587833,0.988081211164002,0.02050602334326168
S_00090,shooting,S03,479.95,481.45,11.4093112179802,1.7827064604072598,0.7100230920316005,0.02050602334326168
S_00091,shooting,S03,480.05,481.55,11.638699229001048,1.717501570346291,0.7532057374311089,0.02050602334326168
S_00092,shooting,S03,480.15,481.65,11.657539406886922,1.6648484218107396,0.551375833982072,0.02050602334326168
S_00093,shooting,S03,480.25,481.75,11.466088440711808,1.6224068567246726,0.28287532136724436,0.02050602334326168
S_00094,shooting,S03,480.35,481.85,11.384093840633055,1.6111300204074248,0.16565272093554526,0.02050602334326168
S_00095,shooting,S03,480.45,481.95,11.543331621674422,1.6386659898126283,0.3260623221698335,0.02050602334326168
S_00096,shooting,S03,480.55,482.05,11.846220856884596,1.676088735166791,0.2741829588128353,0.02050602334326168
S_00097,shooting,S03,480.65,482.15,12.178742847919644,1.6897702638301209,0.35941542053870557,0.02050602334326168
S_00098,shooting,S03,480.75,482.25,12.499757287915353,1.648254973073601,0.9327735685946439,0.02050602334326168
S_00099,shooting,S03,480.85,482.35,12.769158425521205,1.5386041390531053,1.2090920553124838,0.02050602334326168
S_00100,shooting,S03,480.95,482.45,12.828797871710197,1.424689160681826,0.6005322249665404,0.02050602334326168
S_00101,shooting,S03,481.05,482.55,12.697568990609618,1.4206465725391497,0.5263363345792068,0.02050602334326168
S_00102,shooting,S03,481.15,482.65,12.82275436519601,1.5281227440068879,0.9280614993853511,0.02050602334326168
S_00103,shooting,S03,481.25,482.75,13.43452522408689,1.6061779008432298,0.26315308615645,0.03452441689606611
S_00104,shooting,S03,481.35,482.85,14.17678360074901,1.5805686492956852,0.3003459245813133,0.07024718542060837
S_00105,shooting,S03,481.45,482.95,14.741820143006684,1.5463724253424047,0.3502828283827383,0.10864676979637011
S_00106,shooting,S03,481.55,483.05,15.081871788004038,1.6160090598274792,1.3257970103149164,0.11613532645672242
S_00107,shooting,S04,478.85,480.35,11.5677729420759,1.9326804233279127,0.2594064515573358,0.02127544679860882
S_00108,shooting,S04,478.95,480.45,11.748847364941687,1.9284338617567034,0.5479120958929405,0.02127544679860882
S_00109,shooting,S04,479.05,480.55,12.14512741127022,1.8489766474888012,1.2123778129084488,0.02127544679860882
S_00110,shooting,S04,479.15,480.65,12.451795229371626,1.751543231042297,1.0408957697885954,0.02127544679860882
S_00111,shooting,S04,479.25,480.75,12.58064384000558,1.7038046148340447,0.16757370301803554,0.02127544679860882
S_00112,shooting,S04,479.35,480.85,12.631905398847932,1.726667034059839,0.647907451813512,0.022586360165033792
S_00113,shooting,S04,479.45,480.95,12.67718805794224,1.811221780611295,0.9824246501011479,0.03365978833604366
S_00114,shooting,S04,479.55,481.05,12.78701426456386,1.9109412737536389,0.740350290130024,0.03365978833604366
S_00115,shooting,S04,479.65,481.15,12.904111482912398,1.9589879533134766,0.3794596200805587,0.02050602334326168
S_00116,shooting,S04,479.75,481.25,12.938518432667864,1.9309511662078678,0.9005394925814459,0.02050602334326168
S_00117,shooting,S04,479.85,481.35,13.026831124046655,1.8595056291587833,0.988081211164002,0.02050602334326168
S_00118,shooting,S04,479.95,481.45,13.284523113202024,1.7827064604072598,0.7100230920316005,0.02050602334326168
S_00119,shooting,S04,480.05,481.55,13.471946225443464,1.717501570346291,0.7532057374311089,0.02050602334326168
S_00120,shooting,S04,480.15,481.65,13.30922042930334,1.6648484218107396,0.551375833982072,0.02050602334326168
S_00121,shooting,S04,480.25,481.75,12.968392774271006,1.6224068567246726,0.28287532136724436,0.02050602334326168
S_00122,shooting,S04,480.35,481.85,12.776920226298188,1.6111300204074248,0.16565272093554526,0.02050602334326168
S_00123,shooting,S04,480.45,481.95,12.83202829428542,1.6386659898126283,0.3260623221698335,0.02050602334326168
S_00124,shooting,S04,480.55,482.05,12.993419167085891,1.676088735166791,0.2741829588128353,0.02050602334326168
S_00125,shooting,S04,480.65,482.15,13.174383525207132,1.6897702638301209,0.35941542053870557,0.02050602334326168
S_00126,shooting,S04,480.75,482.25,13.462633243368806,1.648254973073601,0.9327735685946439,0.02050602334326168
S_00127,shooting,S04,480.85,482.35,13.854762394059767,1.5386041390531053,1.2090920553124838,0.02050602334326168
S_00128,shooting,S04,480.95,482.45,14.120079793553463,1.424689160681826,0.6005322249665404,0.02050602334326168
S_00129,shooting,S04,481.05,482.55,14.176888312487511,1.4206465725391497,0.5263363345792068,0.02050602334326168
S_00130,shooting,S04,481.15,482.65,14.260192787367677,1.5281227440068879,0.9280614993853511,0.02050602334326168
S_00131,shooting,S04,481.25,482.75,14.517920170269488,1.6061779008432298,0.26315308615645,0.03452441689606611
S_00132,shooting,S04,481.35,482.85,14.838784839452241,1.5805686492956852,0.3003459245813133,0.07024718542060837
S_00133,shooting,S04,481.45,482.95,15.114528101432793,1.5463724253424047,0.3502828283827383,0.10864676979637011
S_00134,shooting,S04,481.55,483.05,15.35816254703338,1.6160090598274792,1.3257970103149164,0.11613532645672242
S_00135,shooting,S05,478.85,480.35,21.682246810394844,1.9326804233279127,0.2594064515573358,0.02127544679860882
S_00136,shooting,S05,478.95,480.45,21.876382956217988,1.9284338617567034,0.5479120958929405,0.02127544679860882
S_00137,shooting,S05,479.05,480.55,22.261777334024675,1.8489766474888012,1.2123778129084488,0.02127544679860882
S_00138,shooting,S05,479.15,480.65,22.502912522912222,1.751543231042297,1.0408957697885954,0.02127544679860882
S_00139,shooting,S05,479.25,480.75,22.527824410901037,1.7038046148340447,0.16757370301803554,0.02127544679860882
S_00140,shooting,S05,479.35,480.85,22.500649254411602,1.726667034059839,0.647907451813512,0.022586360165033792
S_00141,shooting,S05,479.45,480.95,22.508369435019105,1.811221780611295,0.9824246501011479,0.03365978833604366
S_00142,shooting,S05,479.55,481.05,22.551602302427543,1.9109412737536389,0.740350290130024,0.03365978833604366
S_00143,shooting,S05,479.65,481.15,22.518683955672202,1.9589879533134766,0.3794596200805587,0.02050602334326168
S_00144,shooting,S05,479.75,481.25,22.333957002994687,1.9309511662078678,0.9005394925814459,0.02050602334326168
S_00145,shooting,S05,479.85,481.35,22.215637178164233,1.8595056291587833,0.988081211164002,0.02050602334326168
S_00146,shooting,S05,479.95,481.45,22.399328197718855,1.7827064604072598,0.7100230920316005,0.02050602334326168
S_00147,shooting,S05,480.05,481.55,22.63166809017996,1.717501570346291,0.7532057374311089,0.02050602334326168
S_00148,shooting,S05,480.15,481.65,22.512915620359,1.6648484218107396,0.551375833982072,0.02050602334326168
S_00149,shooting,S05,480.25,481.75,22.175072092547673,1.6224068567246726,0.28287532136724436,0.02050602334326168
S_00150,shooting,S05,480.35,481.85,21.99380437173613,1.6111300204074248,0.16565272093554526,0.02050602334326168
S_00151,shooting,S05,480.45,481.95,22.097227747948395,1.6386659898126283,0.3260623221698335,0.02050602334326168
S_00152,shooting,S05,480.55,482.05,22.336501406336556,1.676088735166791,0.2741829588128353,0.02050602334326168
S_00153,shooting,S05,480.65,482.15,22.59932793661438,1.6897702638301209,0.35941542053870557,0.02050602334326168
S_00154,shooting,S05,480.75,482.25,22.93944834087743,1.648254973073601,0.9327735685946439,0.02050602334326168
S_00155,shooting,S05,480.85,482.35,23.33990731499738,1.5386041390531053,1.2090920553124838,0.02050602334326168
S_00156,shooting,S05,480.95,482.45,23.566417716889575,1.424689160681826,0.6005322249665404,0.02050602334326168
S_00157,shooting,S05,481.05,482.55,23.56371697734243,1.4206465725391497,0.5263363345792068,0.02050602334326168
S_00158,shooting,S05,481.15,482.65,23.672232012727683,1.5281227440068879,0.9280614993853511,0.02050602334326168
S_00159,shooting,S05,481.25,482.75,24.082842825210015,1.6061779008432298,0.26315308615645,0.03452441689606611
S_00160,shooting,S05,481.35,482.85,24.576619693009288,1.5805686492956852,0.3003459245813133,0.07024718542060837
S_00161,shooting,S05,481.45,482.95,24.969532547053046,1.5463724253424047,0.3502828283827383,0.10864676979637011
S_00162,shooting,S05,481.55,483.05,25.26414623589157,1.6160090598274792,1.3257970103149164,0.11613532645672242
S_00163,shooting,S06,478.85,480.35,27.371411999145128,1.9326804233279127,0.2594064515573358,0.02127544679860882
S_00164,shooting,S06,478.95,480.45,27.550971210035037,1.9284338617567034,0.5479120958929405,0.02127544679860882
S_00165,shooting,S06,479.05,480.55,27.946953476736883,1.8489766474888012,1.2123778129084488,0.02127544679860882
S_00166,shooting,S06,479.15,480.65,28.257196590269235,1.751543231042297,1.0408957697885954,0.02127544679860882
S_00167,shooting,S06,479.25,480.75,28.38733290193339,1.7038046148340447,0.16757370301803554,0.02127544679860882
S_00168,shooting,S06,479.35,480.85,28.435530767128487,1.726667034059839,0.647907451813512,0.022586360165033792
S_00169,shooting,S06,479.45,480.95,28.478282991884274,1.811221780611295,0.9824246501011479,0.03365978833604366
S_00170,shooting,S06,479.55,481.05,28.58216803140399,1.9109412737536389,0.740350290130024,0.03365978833604366
S_00171,shooting,S06,479.65,481.15,28.67857044017312,1.9589879533134766,0.3794596200805587,0.02050602334326168
S_00172,shooting,S06,479.75,481.25,28.666687410897616,1.9309511662078678,0.9005394925814459,0.02050602334326168
S_00173,shooting,S06,479.85,481.35,28.698178742349658,1.8595056291587833,0.988081211164002,0.02050602334326168
S_00174,shooting,S06,479.95,481.45,28.935946214338312,1.7827064604072598,0.7100230920316005,0.02050602334326168
S_00175,shooting,S06,480.05,481.55,29.1401229415009,1.717501570346291,0.7532057374311089,0.02050602334326168
S_00176,shooting,S06,480.15,481.65,28.988759633001337,1.6648484218107396,0.551375833982072,0.02050602334326168
S_00177,shooting,S06,480.25,481.75,28.64444649299658,1.6224068567246726,0.28287532136724436,0.02050602334326168
S_00178,shooting,S06,480.35,481.85,28.453535268470674,1.6111300204074248,0.16565272093554526,0.02050602334326168
S_00179,shooting,S06,480.45,481.95,28.523739831948365,1.6386659898126283,0.3260623221698335,0.02050602334326168
S_00180,shooting,S06,480.55,482.05,28.70869537351928,1.676088735166791,0.2741829588128353,0.02050602334326168
S_00181,shooting,S06,480.65,482.15,28.9120838171009,1.6897702638301209,0.35941542053870557,0.02050602334326168
S_00182,shooting,S06,480.75,482.25,29.214613276454713,1.648254973073601,0.9327735685946439,0.02050602334326168
S_00183,shooting,S06,480.85,482.35,29.611624485670994,1.5386041390531053,1.2090920553124838,0.015535020573160238
S_00184,shooting,S06,480.95,482.45,29.870839215902354,1.424689160681826,0.6005322249665404,0.005166431363905844
S_00185,shooting,S06,481.05,482.55,29.91473860339014,1.4206465725391497,0.5263363345792068,0.0034104558643943505
S_00186,shooting,S10,506.65,508.15,8.94142239699312,1.2426605402815418,1.486550791635539,0.008966138909640708
S_00187,shooting,S10,506.75,508.25,8.62207398590932,1.174993641032538,1.1365412498699554,0.008966138909640708
S_00188,shooting,S10,506.85,508.35,8.643535435985273,1.0563860997659913,1.2983028563908852,0.008966138909640708
S_00189,shooting,S10,506.95,508.45,8.964343123724467,0.921132857918943,1.290775133571956,0.008966138909640708
S_00190,shooting,S10,507.05,508.55,9.314412091723112,0.8385381659497585,0.8395874566903101,0.008966138909640708
S_00191,shooting,S10,507.15,508.65,9.429357053875929,0.8121132713922529,0.6356839783614676,0.008966138909640708
S_00192,shooting,S10,507.25,508.75,9.33882779821188,0.8041957232986053,0.6950050447711482,0.008966138909640708
S_00193,shooting,S10,507.35,508.85,9.339554150117928,0.7986200716745026,0.551752647052605,0.008966138909640708
S_00194,shooting,S10,507.45,508.95,9.587861489209615,0.7847165676625723,0.30696437609059374,0.008966138909640708
S_00195,shooting,S10,507.55,509.05,9.95603011640501,0.7492238966865028,0.4063539301558871,0.008966138909640708
S_00196,shooting,S10,507.65,509.15,10.392165648349918,0.7040966390875533,0.30581611572436523,0.008966138909640708
S_00197,shooting,S10,507.75,509.25,10.806751631687462,0.6880671836118303,0.27469257857163365,0.008966138909640708
S_00198,shooting,S10,507.85,509.35,10.975043803590548,0.73251835036009,0.8358181040928186,0.008966138909640708
S_00199,shooting,S10,507.95,509.45,10.836535804827406,0.8237304580010703,1.0295084608123788,0.008966138909640708
S_00200,shooting,S10,508.05,509.55,10.603878283580187,0.907783338421264,0.6425595493358386,0.008966138909640708
S_00201,shooting,S10,508.15,509.65,10.421009410020538,0.9436661497458656,0.36911532643191586,0.008966138909640708
S_00202,shooting,S10,508.25,509.75,10.291848158436387,0.9476747328019905,0.6426228163361286,0.13446476240607655
S_00203,shooting,S10,508.35,509.85,10.28480057148667,0.9654852310758955,0.6039882676577405,0.13446476240607655
S_00204,shooting,S10,508.45,509.95,10.423774791911287,1.016084185440306,0.7208894733534501,0.1394832442853627
S_00205,shooting,S10,508.55,510.05,10.633136147265276,1.0996050448628671,1.0074772954333542,0.17257648366892447
S_00206,shooting,S10,508.65,510.15,10.791102674503295,1.2082412575713115,1.0951849904417414,0.17355311192847522
S_00207,shooting,S10,508.75,510.25,10.738489021870821,1.3051215109539072,0.6154397478042519,0.17355311192847522
S_00208,shooting,S10,508.85,510.35,10.48982689074655,1.3278515573860974,0.3287157750410037,0.17358216600471713
S_00209,shooting,S10,508.95,510.45,10.355540257244144,1.2646858960770095,0.826095925875034,0.1835144595683846
S_00210,shooting,S10,509.05,510.55,10.47425019188457,1.1888829373136929,0.5588630741487159,0.1982412046562004
S_00211,shooting,S10,509.15,510.65,10.60319981878371,1.1607224851114324,0.2609184690601152,0.21139202285946682
S_00212,shooting,S10,509.25,510.75,10.525018990496442,1.1644635983094165,0.5021035462686825,0.21139202285946682
S_00213,shooting,S10,509.35,510.85,10.21315684757657,1.1656077540512277,0.672871566903245,0.2085262739030628
S_00214,shooting,S10,509.45,510.95,9.83164965048331,1.1639010984378333,0.9719772157741143,0.19326598601933243
S_00215,shooting,S10,509.55,511.05,9.741195562150985,1.1789166258937291,1.2236699002236058,0.18422006651759615
S_00216,shooting,S10,509.65,511.15,10.066408052689424,1.2129695591908398,1.0067347157650652,0.18422006651759615
S_00217,shooting,S10,509.75,511.25,10.395785944755396,1.2307371013981692,0.3865537657236788,0.18422006651759615
S_00218,shooting,S10,509.85,511.35,10.377620422116918,1.2171245854265145,0.09397630485538223,0.18422006651759615
S_00219,shooting,S10,509.95,511.45,10.105636158009707,1.2155597855056923,0.16408319608363733,0.18422006651759615
S_00220,shooting,S10,510.05,511.55,9.844852358840871,1.2495048297121467,0.6286001039068954,0.18422006651759615
S_00221,shooting,S10,510.15,511.65,9.684371855691163,1.285572296697203,0.9288117571898472,0.18422006651759615
S_00222,shooting,S10,510.25,511.75,9.525381957833972,1.3098217360477669,0.7741540741939867,0.18101527831335887
S_00223,shooting,S10,510.35,511.85,9.24045206760591,1.3436412792983867,0.5390806562067957,0.1696180827042364
S_00224,shooting,S10,510.45,511.95,8.933038655389122,1.395442631012145,0.6874954417946231,0.1573215462155649
S_00225,shooting,S10,510.55,512.05,8.973704143726268,1.470328725143792,1.1351918539827195,0.1573215462155649
S_00226,shooting,S10,512.25,513.75,9.628512572909834,1.8247871028282718,0.8101720269935457,0.07865336045580906
S_00227,shooting,S10,512.35,513.85,9.719207454936393,1.7822143362920597,0.8807334113060635,0.07865336045580906
S_00228,shooting,S10,512.45,513.95,9.830343743952493,1.7048114956122598,1.0489491941718119,0.07865336045580906
S_00229,shooting,S10,512.55,514.05,9.950237437471042,1.6000748798136433,0.9844860937010417,0.07865336045580906
S_00230,shooting,S10,512.65,514.15,9.976725335881726,1.522564441675464,0.4397647405426492,0.07865336045580906
S_00231,shooting,S10,512.75,514.25,9.761645879358193,1.5210033301359454,0.31715769271072897,0.07865336045580906
S_00232,shooting,S10,512.85,514.35,9.382562189817817,1.5748288855828485,0.5679557838309598,0.07865336045580906
S_00233,shooting,S10,512.95,514.45,9.118382385677531,1.6072466182364666,0.5353502048759262,0.07865336045580906
S_00234,shooting,S10,513.05,514.55,9.030531034991025,1.5593600337582532,1.0226504730208033,0.07865336045580906
S_00235,shooting,S10,513.15,514.65,8.938643841897129,1.4439936971416543,1.3700586744950711,0.07865336045580906
S_00236,shooting,S10,513.25,514.75,8.827510275439176,1.3244845524828233,1.170413590983357,0.07865336045580906
S_00237,shooting,S10,513.35,514.85,8.823885336780966,1.2549654853889318,0.620028075146069,0.07865336045580906
S_00238,shooting,S10,513.45,514.95,9.021796874991947,1.249450889314,0.19766111391765553,0.07865336045580906
S_00239,shooting,S10,513.55,515.05,9.470965771432263,1.2678706157515272,0.1551384971907327,0.07865336045580906
S_00240,shooting,S10,513.65,515.15,10.10357577660283,1.257248995487151,0.43626471220737395,0.07865336045580906
S_00241,shooting,S10,513.75,515.25,10.612093110130967,1.228368633261556,0.3777961193610066,0.08662755033661924
S_00242,shooting,S10,513.85,515.35,10.734311929790337,1.219127097913501,0.10776584123771647,0.08662755033661924
S_00243,shooting,S10,513.95,515.45,10.481844079184604,1.207457223655459,0.5448502884616762,0.08662755033661924
S_00244,shooting,S10,514.05,515.55,10.07490016549823,1.1448141350723287,0.9790750570991043,0.08662755033661924
S_00245,shooting,S10,514.15,515.65,9.868880835013607,1.0512772731344646,0.91127376911631,0.08662755033661924
S_00246,shooting,S10,514.25,515.75,9.942116958657646,1.0031284327059669,0.4466382532761769,0.08662755033661924
S_00247,shooting,S10,514.35,515.85,9.97716834056576,1.045066817826983,0.7874844265716068,0.08662755033661924
S_00248,shooting,S10,514.45,515.95,9.861866913753692,1.144995907526463,0.8760777153048073,0.08662755033661924
S_00249,shooting,S10,514.55,516.05,9.855436510148103,1.2136091979190324,0.2023063547159421,0.08662755033661924
S_00250,shooting,S10,514.65,516.15,10.058078150989939,1.1854551570196543,0.7164676906142421,0.08662755033661924
S_00251,shooting,S10,514.75,516.25,10.331400341970507,1.0864515455843422,1.0835611513589183,0.15295541347123864
S_00252,shooting,S10,514.85,516.35,10.54369332236222,0.9990371233787724,0.7438142888240388,0.15295541347123864
S_00253,shooting,S10,514.95,516.45,10.626070970890526,0.9840236645838615,0.38008698473710983,0.1608718749996779
