dataset,Delta,bx,by,RMSE,MAE,Huber,points
附件3,362.88433364898816,-3.7571416103497555,-0.822128237588732,17.82067897570516,14.966555530302795,14.467652677847319,2950
附件3,362.9343336489882,-3.739501028344044,-0.8467260181052723,17.65728194564363,14.821035074690828,14.322395317451535,2951
附件3,362.9843336489882,-3.7125811428245115,-0.8336344415261294,17.49108521595287,14.679236888335144,14.180933675616396,2951
附件3,363.03433364898814,-3.67128665195521,-0.8338574133724272,17.321140656779068,14.535463921359625,14.037198702250677,2952
附件3,363.08433364898815,-3.637390570765689,-0.8344306815600542,17.154908726427806,14.394900226225854,13.89639721595439,2952
附件3,363.13433364898816,-3.6187533385138977,-0.8648213110109637,16.991564945291195,14.250836755659153,13.75215074517675,2953
附件3,363.1843336489882,-3.6253795176346912,-0.8438274698393329,16.82977457519915,14.109372180189181,13.610551132297141,2953
附件3,363.2343336489882,-3.5149478718495293,-0.8619010888787422,16.649862247927068,13.968875286419308,13.469881977107754,2954
附件3,363.28433364898814,-3.480145988647223,-0.9127143386765866,16.48851077357116,13.82872129600604,13.329854043781701,2954
附件3,363.33433364898815,-3.3872976652368756,-0.9207862200445418,16.310825819960996,13.687902839628839,13.18909230498137,2955
附件3,363.38433364898816,-3.321240527384562,-0.8981211826585209,16.136751549307903,13.54915504254014,13.050259165862062,2955
附件3,363.4343336489882,-3.289300495925046,-0.9284352081022835,15.97137105596714,13.406585487141585,12.907634252344877,2956
附件3,363.4843336489882,-3.213581605732881,-0.942930326060246,15.799873674584965,13.268705441993633,12.769570813136168,2956
附件3,363.53433364898814,-3.17192832551671,-0.9265991852531101,15.628043600060078,13.126400174434162,12.627148812926743,2957
附件3,363.58433364898815,-3.091283347894276,-0.908327037227866,15.45242820717789,12.988281798416612,12.48897200267004,2957
附件3,363.63433364898816,-3.0621869849329855,-0.8820551766315604,15.281611738795112,12.845309243067604,12.345874434482347,2958
附件3,363.6843336489882,-3.013920498572517,-0.8787385088147892,15.112723554725717,12.706030850482495,12.206495881758174,2958
附件3,363.7343336489882,-3.032986533200647,-0.8481877250963359,14.94894085090937,12.561046408701648,12.061613300812544,2959
附件3,363.78433364898814,-2.9909347280249836,-0.7916470263511997,14.775512031531148,12.421191525974212,11.921834105382482,2959
附件3,363.83433364898815,-2.9603170366827527,-0.7725926040321539,14.605544146694923,12.278602014043393,11.779239798320498,2960
附件3,363.88433364898816,-2.9225782254237807,-0.8137634236886275,14.442984879434038,12.139847425188094,11.640416272842486,2960
附件3,363.9343336489882,-2.903985704593808,-0.8384654239737159,14.27947949685259,11.99762372532394,11.498249126495333,2961
附件3,363.9843336489882,-2.914200935561375,-0.8111166571568776,14.117168872158416,11.857192399439954,11.357931076284014,2961
附件3,364.03433364898814,-2.857493441574814,-0.7932032689068471,13.943235087709553,11.715731027711616,11.216742738004651,2962
附件3,364.08433364898815,-2.793417200886693,-0.7866118509582759,13.77159305718323,11.57796428836984,11.078964308693626,2962
附件3,364.13433364898816,-2.712389502330268,-0.7752402329456274,13.594780596271628,11.437713442744156,10.938713481476718,2963
附件3,364.1843336489882,-2.6850719524127413,-0.7619388582281843,13.427989170100016,11.298897728083581,10.799987630620553,2963
附件3,364.2343336489882,-2.62857170574352,-0.7292650733089836,13.252744924286601,11.157952565828996,10.658981641066777,2964
附件3,364.28433364898814,-2.5514671632251003,-0.7750507991616493,13.084863718106474,11.021553049659698,10.522543701156797,2964
附件3,364.33433364898815,-2.5178148109038005,-0.8051142744535229,12.919733198631583,10.88087519181885,10.381895026968904,2965
附件3,364.38433364898816,-2.4622969489097635,-0.7496772389007447,12.744407228165207,10.742625858008404,10.243733625022681,2965
附件3,364.4343336489882,-2.4246419957500933,-0.727882932675014,12.573246236780692,10.601618382785704,10.102739815838442,2966
附件3,364.4843336489882,-2.3914681276840657,-0.7361417310369767,12.407893343474509,10.46399342133874,9.965260818651705,2966
附件3,364.53433364898814,-2.361743558076018,-0.7647832999855808,12.243225453729034,10.324007670553213,9.825146640057204,2967
附件3,364.58433364898815,-2.3697687743200255,-0.73475559709801,12.079609780746262,10.185534642677158,9.686425936505662,2967
附件3,364.63433364898816,-2.2966937435377472,-0.6746185591249834,11.899462491188782,10.045547103070577,9.546269286187343,2968
附件3,364.6843336489882,-2.2646952388309822,-0.6713767685705072,11.732995748666294,9.908067209092277,9.408743675217716,2968
附件3,364.7343336489882,-2.2054256675931114,-0.6642283219098362,11.560471459883583,9.76820159633377,9.268869996801827,2969
附件3,364.78433364898814,-2.184495652774384,-0.6400615370610723,11.393369855262495,9.629890141813618,9.130650738628187,2969
附件3,364.83433364898815,-2.1782468433584086,-0.6802900567805841,11.233100941789049,9.48933622097477,8.990249692719924,2970
附件3,364.88433364898816,-2.094142260945593,-0.6701767347723333,11.058627830564918,9.35250061613391,8.853467802190098,2970
附件3,364.9343336489882,-2.052933940546678,-0.6831945459528797,10.890796990800494,9.212677508080281,8.713890824537744,2971
附件3,364.9843336489882,-1.9953541469605227,-0.6383237753678975,10.716417726107549,9.075441424662618,8.576558464608633,2971
附件3,365.03433364898814,-1.9662256948944448,-0.6201132606391155,10.546960465322307,8.935689228411862,8.43681380244925,2972
附件3,365.08433364898815,-1.9033304319732167,-0.5943379774915556,10.37399074583054,8.799056682139163,8.300172250088579,2972
附件3,365.13433364898816,-1.8896578456291806,-0.6394530825729703,10.21299029986112,8.659547494300119,8.160698410883706,2973
附件3,365.1843336489882,-1.8817905621617212,-0.5937376257259785,10.044994679490804,8.521527773863866,8.022623472403106,2973
附件3,365.2343336489882,-1.8380625559452137,-0.5663191223791486,9.872637890088317,8.38183371507204,7.882925331358432,2974
附件3,365.28433364898814,-1.794563370866904,-0.569832648555014,9.704900914251239,8.24435893146681,7.7454372244525524,2974
附件3,365.33433364898815,-1.781437315394328,-0.5906145129833433,9.541360642212942,8.10433806104769,7.605533202182237,2975
附件3,365.38433364898816,-1.7237202821340887,-0.5733583906486928,9.369609231942617,7.966468570019417,7.467770586668043,2975
附件3,365.4343336489882,-1.6827085887962356,-0.6044427044904908,9.203642450445647,7.8269552591853255,7.328477943704167,2976
附件3,365.4843336489882,-1.6448283530607917,-0.5911567218256337,9.03482206302244,7.6884682354985765,7.190376288766201,2976
附件3,365.53433364898814,-1.6278579158772573,-0.5401771537028139,8.863495832958552,7.547561868882414,7.049926816603758,2977
附件3,365.58433364898815,-1.5663269035141356,-0.506313817266161,8.68974693832186,7.409237621651697,6.911589059276636,2977
附件3,365.63433364898816,-1.552956027226097,-0.5028827587397098,8.52378138544302,7.269194201112342,6.7715719585986385,2978
附件3,365.6843336489882,-1.529066184331695,-0.4843334194759218,8.356319398847377,7.130803837747742,6.633153526199813,2978
附件3,365.7343336489882,-1.4641423421432425,-0.4782624798084072,8.183955004795346,6.991444437809832,6.493741269186593,2979
附件3,365.78433364898814,-1.4332084609331517,-0.4873680295315168,8.01857174670547,6.853460528976559,6.355960091314433,2979
附件3,365.83433364898815,-1.3802515785327687,-0.4782113467211122,7.8479470466534345,6.714343227721689,6.216862479412599,2980
附件3,365.88433364898816,-1.363999102600286,-0.48134176109592236,7.68432330872754,6.576670178309979,6.079399662424333,2980
附件3,365.9343336489882,-1.3396698607939008,-0.45029173495250063,7.515775157182454,6.4377838580510724,5.940378774017739,2981
附件3,365.9843336489882,-1.2492573034389087,-0.4265349964519487,7.341946451597606,6.300798404937327,5.803318023153058,2981
附件3,366.03433364898814,-1.2418710364155183,-0.3943762522365084,7.176404112114394,6.16257478606286,5.665046857919007,2982
附件3,366.08433364898815,-1.2103169202539783,-0.4218114021419801,7.015089965371797,6.026665056686521,5.529104794483913,2982
附件3,366.13433364898816,-1.1692119642687473,-0.38668276699998927,6.846858891079265,5.8899290755737965,5.392329073442342,2983
附件3,366.1843336489882,-1.0986746351045795,-0.38689325684281783,6.680291430667615,5.755305043096113,5.257674841656215,2983
附件3,366.2343336489882,-1.0774609943123998,-0.360839752627804,6.516693074263395,5.620217797569592,5.122723990431359,2984
附件3,366.28433364898814,-1.0494118230011953,-0.36951867992239945,6.356964242450839,5.487366494586292,4.989845072575787,2984
附件3,366.33433364898815,-1.0265038913852536,-0.35273861232868725,6.195743779461277,5.354548670327273,4.856870754858435,2985
附件3,366.38433364898816,-0.994782822098724,-0.35842547695167326,6.0372069018746215,5.223368681020717,4.725876749226327,2985
附件3,366.4343336489882,-0.9632939270313869,-0.3281121385023944,5.876004467124554,5.092021477336948,4.594787761633943,2986
附件3,366.4843336489882,-0.9008814472698089,-0.3423508062743359,5.717433532015206,4.96269174370869,4.466100407461814,2986
附件3,366.53433364898814,-0.8759924079284929,-0.31297529792506396,5.559585150089252,4.83430627840136,4.3377410943059465,2987
附件3,366.58433364898815,-0.8376898164389104,-0.2761496919510791,5.402287087546905,4.708443614868728,4.2117231623847005,2987
附件3,366.63433364898816,-0.780062475200662,-0.29604837976227927,5.248859792165271,4.583853149587173,4.086886232907161,2988
附件3,366.6843336489882,-0.7413745102318181,-0.29355980698735706,5.097999398304403,4.460963456342724,3.9642804857141534,2988
附件3,366.7343336489882,-0.7295597028087322,-0.28485949913307707,4.950370145739017,4.338876206930058,3.8425649461485576,2989
附件3,366.78433364898814,-0.6960035178915795,-0.2584968783400541,4.802284450689796,4.21824875145809,3.7224130839669227,2989
附件3,366.83433364898815,-0.6722036405552069,-0.2565471747366779,4.658513726642437,4.099254482296567,3.6037633217694123,2990
附件3,366.88433364898816,-0.6276608047247596,-0.24470801731761682,4.515001616295993,3.981790614804273,3.4870928542831874,2990
附件3,366.9343336489882,-0.573261286201177,-0.24796757058025065,4.374080259588861,3.86680173073967,3.3727291904816905,2991
附件3,366.9843336489882,-0.5523741214009874,-0.2467781810058156,4.237940201645475,3.755094124518721,3.2612920935111194,2991
附件3,367.03433364898814,-0.5310637692515416,-0.2028376672841054,4.101962234534491,3.645943263567279,3.152190369311266,2992
附件3,367.08433364898815,-0.4930894574954081,-0.20749308845217262,3.9716071534226,3.5403107956694844,3.046390415799054,2992
附件3,367.13433364898816,-0.4353152523481967,-0.22867428653292876,3.8453168732366065,3.4379145224581142,2.943605806345071,2993
附件3,367.1843336489882,-0.3966521411451609,-0.23276037393476656,3.7238616760509893,3.3382630765288255,2.8437406609165063,2993
附件3,367.2343336489882,-0.3721630286482629,-0.21837805898695173,3.6070643970509084,3.2412678308143934,2.7465758773953795,2994
附件3,367.28433364898814,-0.33935747016386664,-0.2481924835200786,3.4979555469832344,3.147757102591981,2.6532704449583115,2994
附件3,367.33433364898815,-0.30097922534832683,-0.24671210527514376,3.393060228247981,3.057163254009205,2.5627434470329375,2995
附件3,367.38433364898816,-0.2621172228245854,-0.2153875655223061,3.2923444310936274,2.968563902787544,2.47434747168555,2995
附件3,367.4343336489882,-0.24067631936440992,-0.1832763249264835,3.199525986537251,2.884485219574333,2.3909190628845454,2996
附件3,367.4843336489882,-0.22968528971545865,-0.17657509178985062,3.11403738650884,2.805438062939937,2.3122468714832976,2996
附件3,367.53433364898814,-0.19542676546770368,-0.18767175516818924,3.0372545033526057,2.733597962173019,2.2407444569753125,2997
附件3,367.58433364898815,-0.19904211907574876,-0.1837418522734673,2.9667935469026445,2.6668157418472207,2.1742929968977784,2997
附件3,367.63433364898816,-0.17716681844197524,-0.2019912247845248,2.9063400591546733,2.6088409806594828,2.1172573815448223,2998
附件3,367.6843336489882,-0.2026973341457179,-0.21718352778474426,2.8538027399600594,2.558215169839264,2.0672527480654144,2998
附件3,367.7343336489882,-0.20835790042089286,-0.23677380832967287,2.811985636873457,2.518128883537145,2.0274338071665086,2999
附件3,367.78433364898814,-0.215016470051701,-0.24429463534886509,2.7788112740157147,2.4859021766148417,1.9958261326083018,2999
附件3,367.83433364898815,-0.18733452257440808,-0.2713371692129133,2.757233763493489,2.4644843524543134,1.9750130579363059,3000
附件3,367.88433364898816,-0.17820549269467267,-0.2795531091732164,2.7451823266516624,2.452304722717443,1.9626894266157768,3000
附件3,367.9343336489882,-0.18025042324537566,-0.3128469227853117,2.746453638244438,2.451718867848388,1.9618934338417136,3001
附件3,367.9843336489882,-0.14597346494018093,-0.3188238665967873,2.75568553387949,2.458897354738756,1.9694161575109126,3001
附件3,368.03433364898814,-0.15469096346016808,-0.3334191799904733,2.777747956419852,2.4768981178997156,1.9880377364399058,3002
附件3,368.08433364898815,-0.14849663550118564,-0.34972369534200354,2.808875068912712,2.5038869095737732,2.015412053372953,3002
附件3,368.13433364898816,-0.08113408810353917,-0.36962440735464597,2.8508753341935673,2.5420500144796843,2.0532383525855606,3003
附件3,368.1843336489882,-0.05795003506859331,-0.4000498608721672,2.902409345714035,2.5888651785690144,2.099003903779592,3003
附件3,368.2343336489882,-0.020675842568428138,-0.41538777890451684,2.963847474798753,2.6440745150160767,2.1535969918185276,3004
附件3,368.28433364898814,-0.009007944776030286,-0.3961676320149863,3.0305698257534903,2.7039817917025926,2.2133287571601574,3004
附件3,368.33433364898815,0.031866637114411844,-0.4037050735173864,3.1088724959271032,2.7716132655996155,2.2808091119626193,3005
附件3,368.38433364898816,0.06815920509886553,-0.37683053827026214,3.192321445448428,2.844373175344431,2.3529272453879204,3005
附件3,368.4343336489882,0.12406658591095004,-0.3774786005618651,3.2860149954740274,2.9233254239287847,2.4320204222478075,3006
附件3,368.4843336489882,0.1288623531298878,-0.4054590786968759,3.383549498967855,3.005724266251854,2.514753679229384,3006
附件3,368.53433364898814,0.129598528509419,-0.41336404087080325,3.486836753747743,3.09559535934802,2.6035903790751536,3007
附件3,368.58433364898815,0.1620854000461378,-0.4313169840998654,3.5960200760454506,3.1892512859574786,2.696457725000699,3007
附件3,368.63433364898816,0.2229284409820913,-0.43904760229310114,3.7120709822441045,3.28742154069627,2.7942302900951486,3008
附件3,368.6843336489882,0.2688497683209796,-0.41218701185830753,3.830309053888961,3.387460987304932,2.8939576078633804,3008
附件3,368.7343336489882,0.3120686342766703,-0.41862632959230694,3.9541393318334617,3.491320591104444,2.9977047211878682,3009
附件3,368.78433364898814,0.3259905323278449,-0.3923516232468529,4.078443622411856,3.596937520525471,3.1028438695618465,3009
附件3,368.83433364898815,0.3616562667052854,-0.3717192097668125,4.208630928108501,3.7061294297093825,3.2112371256346908,3010
附件3,368.88433364898816,0.39976905786327244,-0.35265171931985795,4.341776266486142,3.8162818445847826,3.321085900284252,3010
附件3,368.9343336489882,0.44722403845910463,-0.37822126904988096,4.478911791786737,3.9285991568944763,3.4337164413639227,3011
附件3,368.9843336489882,0.494790768314715,-0.3402340778486135,4.618833502834048,4.042732138162917,3.5479482668761695,3011
附件3,369.03433364898814,0.5096568754029747,-0.33546867111724055,4.758383280341315,4.159878775427162,3.664874523258965,3012
附件3,369.08433364898815,0.5542193499687209,-0.31504982639201984,4.90303416737322,4.278831537036365,3.7834567248567015,3012
附件3,369.13433364898816,0.5562721222682612,-0.30327717751169514,5.045909990222386,4.399712768851147,3.904247586535983,3013
附件3,369.1843336489882,0.6080749392484366,-0.2854246993158327,5.195388048170503,4.521410339166018,4.025905696153099,3013
附件3,369.2343336489882,0.642419627176567,-0.2906798934543009,5.344302241662373,4.644730684470288,4.149151000300398,3014
附件3,369.28433364898814,0.6883905405229908,-0.27420988522765555,5.496397200262207,4.768730535765625,4.272998315061511,3014
附件3,369.33433364898815,0.7438088887044588,-0.25849580105577985,5.650804903631344,4.894073693208567,4.398143834790999,3015
附件3,369.38433364898816,0.7802551724587161,-0.24739798701354232,5.804095660877382,5.020494483623012,4.524120217471114,3015
