dataset,best_delta,best_RMSE,second_best_delta_gap,curvature_around_optimum,rmse_increase_delta_minus_1s,rmse_increase_delta_minus_0.5s,rmse_increase_delta_plus_0.5s,rmse_increase_delta_plus_1s
附件1,-198.4317014517301,9.050426746860143e-08,0.05000000000001137,2.4936041533773734,0.062345081857202445,0.03117219278211876,0.031169393065543952,0.06233814716080062
附件2,-50.494699392324925,0.7312951348240421,0.04999999999999716,0.12061498504432219,0.036903254626853954,0.011437317139116443,0.01258327999107034,0.04064321815192484
附件3,367.88433364898816,2.7451823266516624,0.05000000000001137,5.329099373838517,1.7698192896443303,0.547162104441965,0.4471391187967657,1.5965939398344795
