时间(s),X坐标(m),Y坐标(m),vx,vy,bias_x,bias_y
167.026,-3.580369264396649,4.1723035030305935,-0.044987315361541914,-0.05943347592484659,3.4754411744598603,-1.8336507561008446
167.126,-3.593191039626411,4.173323167636023,-0.07641999624916687,-0.056061756353799966,3.475441161233723,-1.8336507664020683
167.226,-3.606029401006815,4.1743239819107325,-0.10783598636282045,-0.052703948427627836,3.4754411480030307,-1.8336507767097856
167.326,-3.630086323145903,4.188092978868278,-0.1321883427942436,-0.05939289515217438,3.4754411353405548,-1.8336507832272415
167.426,-3.6562598035381733,4.202128127799927,-0.15447312556312268,-0.06880254056738896,3.475441122679792,-1.8336507897332688
167.526,-3.6879559414894305,4.208233351722046,-0.1711749904040725,-0.08275915202814951,3.4754411093190156,-1.8336507975496252
167.626,-3.7182631010955722,4.207647509003182,-0.1836542723561858,-0.09899136896583169,3.475441095956129,-1.8336508053699323
167.726,-3.750067174342025,4.207910583813307,-0.19060872375288715,-0.1194042460565513,3.4754410826180724,-1.8336508122259418
167.826,-3.7824235575774545,4.194934074606896,-0.194975310116001,-0.13891590708405008,3.4754410692800906,-1.833650819079044
167.926,-3.811173263622388,4.171929304288899,-0.19319624471112526,-0.15287150180219816,3.475441057292132,-1.8336508273935481
168.026,-3.841992256764054,4.149202526528312,-0.19100097053891812,-0.16668432755580118,3.475441045308244,-1.8336508357124588
168.126,-3.8651898240548297,4.135476438202,-0.18496991370628263,-0.1821107198269759,3.475441037809671,-1.8336508411940255
168.226,-3.888346556180229,4.1217749513342055,-0.1789307251608272,-0.19754306611326172,3.475441030324622,-1.8336508466670374
168.326,-3.9071676784736873,4.094300898647958,-0.17190261183329555,-0.20856566629533146,3.475441026347918,-1.8336508529688758
168.426,-3.928288267021294,4.064217787761442,-0.1644021051073923,-0.2181839641931,3.475441022381793,-1.8336508592732128
168.526,-3.9377554700762936,4.037258830032717,-0.15933405740425452,-0.22595495842318272,3.475441021880137,-1.8336508634620818
168.626,-3.947353554082537,4.005954637349167,-0.15626976336268913,-0.23096956086847734,3.4754410213889266,-1.8336508676445726
168.726,-3.952248237032744,3.976178111080018,-0.15762287840142808,-0.23324075996272492,3.4754410223368972,-1.83365087110736
168.826,-3.9710790771498545,3.9550122755293895,-0.1575509806714774,-0.23645668160400382,3.4754410232892075,-1.8336508745679774
168.926,-3.9836553096806457,3.919859544499722,-0.15887835925498314,-0.23330254660519315,3.475441027781503,-1.8336508835076193
169.026,-3.9980219918401,3.884398950049284,-0.16013000741998804,-0.22982974112579238,3.4754410322844724,-1.8336508924637815
169.126,-4.022719193603373,3.856863762476301,-0.15536804231852425,-0.2224979998758214,3.475441035081977,-1.8336508985716309
169.226,-4.0474319026724155,3.8293546808401664,-0.15058864317103812,-0.21515718547074228,3.475441037874339,-1.8336509046708922
169.326,-4.082140499190209,3.8032721531192393,-0.13490977676458565,-0.2054248915242934,3.4754410397573943,-1.8336509112742119
169.426,-4.119450544291031,3.7776552622513835,-0.11607067959659932,-0.19508628646995674,3.475441041637708,-1.8336509178790512
169.526,-4.1407590652327,3.7623545428353187,-0.09369893743268519,-0.18638403523887653,3.4754410474258033,-1.8336509227533666
169.626,-4.159270539412412,3.7564882598063716,-0.06867406793341166,-0.18169945339626684,3.475441053225681,-1.8336509276224644
169.726,-4.161085786664609,3.7366342392751832,-0.04574370229395054,-0.17630464533535484,3.475441063540583,-1.8336509373507703
169.826,-4.153441018237562,3.719560725825764,-0.025649573384281497,-0.1711626126536943,3.4754410738690984,-1.8336509470937274
169.926,-4.1402422132215335,3.698108703773866,-0.015550016505999924,-0.16358817913761362,3.4754410845715995,-1.8336509587216576
170.026,-4.12911921488821,3.6775973195314835,-0.005614718839473802,-0.15596078147860537,3.475441095275228,-1.8336509703552712
170.126,-4.130340257236893,3.6723843739740802,0.004384324544592021,-0.15512913757162725,3.475441103757483,-1.8336509778646763
170.226,-4.131580638133255,3.667209346868734,0.014384734247817586,-0.15431837331133347,3.47544111223304,-1.8336509853616463
170.326,-4.133169176648867,3.6459233007165,0.026351194688503873,-0.15026837542704555,3.475441121404564,-1.8336509975904693
170.426,-4.13614439512528,3.623939006292997,0.03897330711375724,-0.1452895557278766,3.4754411305781865,-1.8336510098335597
170.526,-4.128392984164785,3.609001662113716,0.05041240336281589,-0.14013590186960667,3.475441143106002,-1.8336510200394582
170.626,-4.125029021705152,3.5942568494709723,0.06227394312401925,-0.13479735291169948,3.475441155643931,-1.8336510302392144
170.726,-4.110023842318753,3.5868081431506864,0.07051404388168307,-0.13194649435550332,3.4754411715643934,-1.8336510382310136
170.826,-4.0900506743035026,3.585278782907099,0.07598258471650121,-0.13170476351551091,3.475441187495055,-1.8336510462161555
170.926,-4.076392888555686,3.5785906696390315,0.07709593787512509,-0.1360144719051351,3.475441200684777,-1.8336510565269521
171.026,-4.061607954817075,3.5714048931847877,0.07796471041831309,-0.14045804019039607,3.4754412138662345,-1.833651066844761
171.126,-4.04454592991359,3.551170925938915,0.07201083621119676,-0.14111507163727777,3.475441226713085,-1.8336510810180193
171.226,-4.027486915655534,3.5309017056205807,0.06603839951556183,-0.14175963392665045,3.475441239558927,-1.8336510952029026
171.326,-4.021955827357951,3.507579311695779,0.0609889463506047,-0.1375959246576178,3.4754412512108206,-1.8336511103778577
171.426,-4.018572345420446,3.4842619644679873,0.05637063392020604,-0.13214047733702883,3.475441262859114,-1.8336511255557981
171.526,-4.010066747426926,3.4700522988944407,0.05063969312043667,-0.12627742758801763,3.4754412762382594,-1.8336511379231464
171.626,-3.9994380200114525,3.455065480135964,0.043233508225518975,-0.11973194017223929,3.4754412896226237,-1.8336511502820205
171.726,-3.988229195130118,3.445901628331434,0.03299512708224261,-0.11434775901746497,3.4754413035112184,-1.8336511609746435
171.826,-3.9869301150355168,3.432852242894696,0.023692345987445473,-0.10839177567912481,3.4754413174013337,-1.8336511716622428
171.926,-3.9989147712240127,3.420772102541002,0.022989715023191613,-0.10154052966908432,3.475441328135183,-1.8336511817715415
172.026,-4.0093341409509495,3.411384579292394,0.02249733906287336,-0.09486729672022828,3.4754413388595156,-1.8336511918790965
172.126,-4.0127969462859046,3.416903778773151,0.026324216803682913,-0.09869404271505093,3.4754413503883383,-1.8336511996198255
172.226,-4.016252471916884,3.4224448742496,0.030162528197489977,-0.10255090152913725,3.4754413619195867,-1.8336512073534181
172.326,-4.030024356788331,3.4186901001360175,0.04357813350892065,-0.11013006216213889,3.4754413735735423,-1.833651219460644
172.426,-4.047408561741108,3.4163442085914326,0.059886698063359896,-0.11883873098154399,3.4754413852278683,-1.8336512315810567
172.526,-4.047989704975825,3.399853826894907,0.07840863287641037,-0.1257529140092807,3.4754414002524454,-1.8336512468106956
172.626,-4.0376430717331235,3.373978007119041,0.09601495546213343,-0.12850018005740338,3.4754414152871846,-1.8336512620497094
172.726,-4.022443225523994,3.355415847254439,0.1113160021383567,-0.12890863615821008,3.4754414312006596,-1.8336512747355236
172.826,-3.991246371971655,3.331909073871067,0.12182696608813116,-0.1269567339755646,3.4754414471167836,-1.8336512874136397
172.926,-3.9659871718767605,3.309344664492552,0.12329963896560577,-0.11856878328836754,3.475441459143109,-1.833651299323166
173.026,-3.94092560645354,3.286224436761466,0.12447253061132259,-0.10985620546050398,3.4754414711577053,-1.833651311230375
173.126,-3.9088327582886806,3.2810690691784745,0.11178415395498266,-0.10418099428673447,3.475441485668782,-1.8336513166986015
173.226,-3.8767172980310507,3.275972702923361,0.09905636143655287,-0.09851757970397385,3.4754415001873857,-1.8336513221474133
173.326,-3.860531476004546,3.2713396368227383,0.08350856317934985,-0.09543549626691834,3.475441513562453,-1.833651327234788
173.426,-3.847509267040022,3.2661605218796668,0.06746998035464058,-0.09299677182676874,3.4754415269340715,-1.833651332321073
173.526,-3.835406030606504,3.2555679458135924,0.04951725490085392,-0.09007325882745573,3.475441541593417,-1.8336513393637064
173.626,-3.828886754795088,3.2450356073634774,0.03121897887704094,-0.08670096960617871,3.475441556256644,-1.8336513464122384
173.726,-3.8272014320583345,3.2251488620611655,0.013514997559824618,-0.07870559661453044,3.4754415700765993,-1.833651356720453
173.826,-3.832382582529509,3.1994004089722425,-0.002588342705031185,-0.06684734356935418,3.475441583894012,-1.8336513670384966
173.926,-3.849537757453525,3.191063179422694,-0.008418876383474983,-0.05285096244676102,3.475441594836866,-1.8336513712702567
174.026,-3.8661258747796916,3.1844938170383488,-0.01390953276637326,-0.038909836919852094,3.4754416057710538,-1.8336513754836659
174.126,-3.8818440525011626,3.176745999766022,-0.00899316022375851,-0.022555535528143447,3.4754416164694493,-1.833651381832435
174.226,-3.8975647273043803,3.1689799564129797,-0.0040480729614870495,-0.006193460019514575,3.475441627167134,-1.8336513881876422
174.326,-3.907811165236596,3.178928646572915,0.006128516826172907,0.004546285448634558,3.475441639406281,-1.8336513908884404
174.426,-3.918083695263335,3.19002199622068,0.0177184538399675,0.013685882356127898,3.475441651650075,-1.83365139357822
174.526,-3.9150479930081774,3.210967198491935,0.02894494297155966,0.015945799473314565,3.4754416676850357,-1.833651393348125
174.626,-3.912263414846625,3.2304800403742098,0.04011416765897513,0.012635391093425007,3.4754416837314284,-1.8336513931092264
174.726,-3.9066140455222182,3.240853293499106,0.050607872823219525,0.005590973331491109,3.4754417002639375,-1.8336513957779075
174.826,-3.8917591904629956,3.2492303778186726,0.05869368970111398,-0.002888446605811854,3.475441716797913,-1.8336513984553553
174.926,-3.876585852908315,3.2473632642636088,0.06065475057818291,-0.01089120359431666,3.4754417322841924,-1.8336514041138996
175.026,-3.86423697861001,3.2446618341573794,0.06264242357212442,-0.018815666987711574,3.475441747767312,-1.833651409781432
175.126,-3.861285393558219,3.2430071155331808,0.06695686667724277,-0.026684252378707588,3.475441762771787,-1.8336514142686695
175.226,-3.8583379712767574,3.2413624636444096,0.07127795813031067,-0.03455331720360967,3.4754417777748188,-1.833651418752348
175.326,-3.8497501362976854,3.2363591147727035,0.07465720497693337,-0.04190760592231927,3.4754417931957184,-1.8336514250611604
175.426,-3.8400427058674924,3.232498458190334,0.0776882788640671,-0.04922872960868417,3.4754418086178775,-1.8336514313754757
175.526,-3.825350617426895,3.2281476955943273,0.07830040287106348,-0.05693031385433289,3.47544182567536,-1.83365143803918
175.626,-3.8119345266866773,3.2290407596585937,0.0771758894845842,-0.06660443548757286,3.4754418427377733,-1.8336514447039376
175.726,-3.7985125858670576,3.2356506919546946,0.07370621755726872,-0.08174218148024753,3.475441859849336,-1.8336514490570144
175.826,-3.7817549048130954,3.237702466329281,0.06819526120792699,-0.09866405024227043,3.4754418769610473,-1.8336514534031212
175.926,-3.7635109001875686,3.2276641856820256,0.05544523489017697,-0.11602941271280752,3.475441894373102,-1.8336514608543821
176.026,-3.7489673846142746,3.215291471325842,0.0426888105609146,-0.13325680985499835,3.4754419117860618,-1.8336514683150056
176.126,-3.7465877399516216,3.203065665837597,0.031227212619951476,-0.15084035736311485,3.475441928767519,-1.8336514733952383
176.226,-3.7442130039210664,3.190860060928479,0.019769402980777794,-0.16842615970339006,3.4754419457476753,-1.8336514784682936
176.326,-3.742540317434512,3.172755231110974,0.00879109905790079,-0.18532905075161732,3.4754419657133195,-1.833651483234781
176.426,-3.7431760957795155,3.1535965990183334,-0.0018610475484206884,-0.2019658441435992,3.4754419856879655,-1.833651488000344
176.526,-3.7461571025991502,3.127128722266436,-0.011537337416002106,-0.21637206662074443,3.4754420058427007,-1.8336514935781976
176.626,-3.7520257406868707,3.0951000480706243,-0.019677486671675716,-0.22744799894596401,3.475442025997979,-1.8336514991585
176.726,-3.770505318407988,3.0584175270291083,-0.021015132949002705,-0.23278984857611065,3.4754420422912826,-1.8336515058251877
176.826,-3.785165274279629,3.0272215627600914,-0.02014636902123778,-0.2369445572722448,3.4754420585729418,-1.8336515124951507
176.926,-3.790984281934317,2.99804349859026,-0.016404216513521527,-0.23756553088357238,3.475442077355983,-1.833651518975506
177.026,-3.7935097348948505,2.9697696331619055,-0.012841162945404345,-0.2381336328089782,3.475442096146566,-1.8336515254552899
177.126,-3.797271970566972,2.9448901050367673,-0.008137733934776825,-0.2378715072691462,3.4754421113955147,-1.8336515316567663
177.226,-3.801066001893864,2.920013059152864,-0.0034292730978702987,-0.23760725032289987,3.4754421266337854,-1.8336515378574036
177.326,-3.802339460909607,2.902038422243017,0.0018340530781013904,-0.24046275202808592,3.475442142502943,-1.833651542147146
177.426,-3.8037025774537043,2.8844339759226547,0.007257512413021852,-0.24418799415640702,3.4754421583740025,-1.833651546431127
177.526,-3.793079812883625,2.871890652496644,0.009298244840432233,-0.25191445336640433,3.475442178514185,-1.83365154741101
177.626,-3.787466830657602,2.847431693941428,0.009866725651042726,-0.2598169917158285,3.4754421986672392,-1.833651548380931
177.726,-3.790774438158309,2.817405384546863,0.01221167713716519,-0.26605089978111995,3.475442215822903,-1.8336515508749374
177.826,-3.791693804736977,2.7848494949272404,0.01483922131182795,-0.2710050317113133,3.4754422329695283,-1.833651553373539
177.926,-3.7994433508140717,2.753581703326545,0.022898088842759227,-0.27315542715053864,3.4754422475163556,-1.833651555062855
178.026,-3.8034584656005688,2.7205633548960346,0.030886646773367204,-0.27505823442353133,3.4754422620553442,-1.8336515567497311
178.126,-3.7902089803597296,2.692088913238854,0.03186409632065837,-0.2756525396915003,3.475442278716884,-1.83365155524458
178.226,-3.7769396836089437,2.6636432484573067,0.03282114802475322,-0.2762449622035454,3.4754422953848234,-1.8336515537298044
178.326,-3.7698289946502026,2.6224647479713514,0.0324159348343878,-0.26942786625740445,3.4754423134578487,-1.8336515549540746
178.426,-3.766041241756477,2.579872409235145,0.03193542060969985,-0.2604970991131534,3.4754423315351106,-1.8336515561866036
178.526,-3.7660400107882865,2.5482609041008564,0.032398454995716745,-0.24966031733436217,3.475442347359712,-1.8336515550018497
178.626,-3.757361793735781,2.5228214668890843,0.031181696163601353,-0.2387586700999262,3.475442363177521,-1.8336515538098075
178.726,-3.745599235319393,2.486513195401456,0.026407326505377172,-0.22273134411662135,3.475442380074516,-1.8336515566982918
178.826,-3.742184804860506,2.456825588217195,0.021960621349538384,-0.2055870891559397,3.4754423969747648,-1.8336515595990797
178.926,-3.741375012729204,2.4278659259080095,0.01842019805805543,-0.18324006182483266,3.4754424139965754,-1.833651563401129
179.026,-3.7417554974850824,2.401306879278668,0.015004102636084659,-0.1608089775064973,3.475442431018753,-1.8336515672058957
179.126,-3.7361314957797593,2.3906577154871034,0.009174769853741264,-0.14180423409933599,3.4754424511985875,-1.8336515681865895
179.226,-3.730479174385166,2.380035885685704,0.0033371145801230195,-0.12281041731141387,3.4754424713879426,-1.8336515691587683
179.326,-3.7244764306575737,2.3638311757576984,-0.005541855298171311,-0.10143677135557969,3.4754424921107425,-1.8336515726852858
179.426,-3.7184994949207058,2.3470756618092397,-0.015239396379599587,-0.07936662978454233,3.475442512835151,-1.833651576219505
179.526,-3.7203117420780067,2.336215978473809,-0.024912762285196444,-0.056190002082810026,3.4754425314911344,-1.8336515796545478
179.626,-3.7218044943996675,2.3302614810613766,-0.034816669933652095,-0.03309252081776995,3.4754425501408814,-1.8336515830892917
179.726,-3.7315418982110837,2.3341103412282833,-0.04213990007881562,-0.012946977792077562,3.475442566458115,-1.833651584225735
179.826,-3.7429998774241264,2.3366077301023314,-0.047985552711139086,0.006634387981931526,3.475442582768315,-1.8336515853552489
179.926,-3.753373326711326,2.355305807552028,-0.0501526634443827,0.01560418439416874,3.475442599754981,-1.8336515814312415
180.026,-3.76259265305908,2.3732145908471924,-0.05229245123030147,0.024239408086300727,3.4754426167436865,-1.833651577491997
180.126,-3.7671132289513847,2.37757559582502,-0.054856363134179846,0.030748366470678162,3.4754426342266034,-1.8336515773402073
180.226,-3.771629499701579,2.381902956188484,-0.05742170513403072,0.03725351498730951,3.4754426517110106,-1.8336515771998372
180.326,-3.7771460260056107,2.382722597029842,-0.06000271448938526,0.045280927866999464,3.4754426697511334,-1.833651579119077
180.426,-3.783339871164852,2.383961410845636,-0.06252989958290527,0.05368321773776761,3.475442687792932,-1.8336515810445269
180.526,-3.78916310450995,2.393329897002234,-0.06517614517989932,0.06080418198138958,3.4754427063955546,-1.8336515803104818
180.626,-3.797452088698701,2.398953779862113,-0.06725466091366158,0.06800509569874912,3.4754427249998687,-1.8336515795684178
180.726,-3.80070418389755,2.4121384602956866,-0.0707675510472973,0.07257304733654964,3.475442745370388,-1.8336515766083368
180.826,-3.80903143599326,2.427220661047656,-0.07374865093370607,0.0755272681632172,3.4754427657462332,-1.8336515736415682
180.926,-3.8325352501471044,2.4401632002177394,-0.0672267658843671,0.07486826652720865,3.475442781670349,-1.8336515716474113
181.026,-3.8535123687057014,2.45206828018408,-0.06050734963482405,0.07416483371644575,3.4754427975810422,-1.8336515696561873
181.126,-3.8658257061890713,2.4772821965552123,-0.04914458750769003,0.06149960740579441,3.4754428138807816,-1.8336515622452212
181.226,-3.8781349552237727,2.5025450732687173,-0.03776927865969135,0.04879861552584301,3.4754428301816938,-1.8336515548179138
181.326,-3.8864317672022635,2.525909956256681,-0.0238267797744962,0.025578291804254225,3.475442847469843,-1.833651550846805
181.426,-3.8950972825524626,2.5527106236911288,-0.00915463698088581,-0.0007804803192228357,3.4754428647609683,-1.833651546886117
181.526,-3.899300465671764,2.5517946356510426,0.006773084912965717,-0.026963471149266918,3.4754428825162655,-1.8336515502903394
181.626,-3.902094535399162,2.547983707406879,0.02364837883173411,-0.05259169086581811,3.4754429002729617,-1.8336515537167681
181.726,-3.895324075629012,2.5392040680010366,0.038702787856840934,-0.0767696824253973,3.475442920509517,-1.833651557723724
181.826,-3.8987894857734267,2.5234540340799114,0.055866033594545325,-0.09907040061814448,3.4754429407535494,-1.8336515617324303
181.926,-3.9018385692606867,2.500616261425236,0.07867870389114603,-0.11331056841017832,3.475442961764713,-1.8336515668210835
182.026,-3.9004005202273944,2.480031969446123,0.10140107332009916,-0.1274884313511821,3.475442982778189,-1.833651571912993
182.126,-3.886725965872886,2.4752591331955753,0.12147995517981483,-0.14687597475878716,3.4754430034279555,-1.8336515737633943
182.226,-3.8730529286599995,2.470514505779819,0.14155177037540234,-0.16627956749724565,3.475443024076625,-1.833651575604022
182.326,-3.851291929008324,2.455733138469917,0.15805083178092938,-0.1869324045550289,3.475443047350304,-1.8336515799738657
182.426,-3.830691758100673,2.4413656363091136,0.17370310067609168,-0.2079699374065357,3.475443070631898,-1.8336515843513352
182.526,-3.806735085749027,2.4124403339877802,0.18703945785825563,-0.22630783931944468,3.4754430936271037,-1.8336515925623529
182.626,-3.7786046385201253,2.3852925208850566,0.1973517550322553,-0.24309600878339047,3.4754431166214457,-1.8336516007849288
182.726,-3.754958215388983,2.3560327303984545,0.20606300265887983,-0.25784865269288815,3.4754431376882686,-1.8336516090068369
182.826,-3.723814757488475,2.3306066703708077,0.21231458619315402,-0.2729673260699832,3.4754431587492793,-1.8336516172287427
182.926,-3.6813971935382246,2.2993117260065152,0.20554657639311996,-0.28588584664074373,3.4754431826388763,-1.833651627424819
183.026,-3.6415669026872406,2.2670953315791293,0.19846039406244392,-0.29867807204637936,3.475443206537002,-1.8336516376268472
183.126,-3.6081071673757776,2.2167831663649493,0.18152148550517994,-0.2975134880420594,3.4754432308606,-1.8336516528980173
183.226,-3.5746442070165103,2.166424164100581,0.16455528319039414,-0.2963078461362605,3.475443255185481,-1.8336516681844715
183.326,-3.543133233733967,2.12767252805021,0.13975199204099978,-0.2906924755362288,3.4754432814610654,-1.8336516818227333
183.426,-3.513010938669159,2.0909646472129735,0.1129539290003781,-0.2840670790315639,3.4754433077425313,-1.8336516954560256
183.526,-3.4918688671553393,2.0572265957726183,0.0825448197841998,-0.27550440294840367,3.475443333163981,-1.8336517085589366
183.626,-3.475558389759762,2.024106314945805,0.04988199583384207,-0.26528517634210663,3.475443358582838,-1.8336517216602484
183.726,-3.4686943253919016,1.9901459119042035,0.01645569167676609,-0.25200845832932545,3.475443382223868,-1.8336517354705393
183.826,-3.4760217599475065,1.9711017136375162,-0.014529039321263634,-0.24076158248707405,3.475443405859538,-1.8336517492829676
183.926,-3.4958109337466903,1.9551306372092299,-0.03414860914607553,-0.23483264861419295,3.4754434275982518,-1.8336517639102756
184.026,-3.517320853125956,1.9377113321533799,-0.053246751129047316,-0.2289524186368249,3.475443449331246,-1.8336517785400406
184.126,-3.5400299470007393,1.916585535553341,-0.059407775691042886,-0.22434643022172301,3.4754434724289145,-1.8336517930865632
184.226,-3.5627280966019526,1.8954609490282204,-0.06553399358728511,-0.21974398680741802,3.475443495530698,-1.833651807632835
184.326,-3.575591372586369,1.8664168067315574,-0.06891455164783766,-0.21081402045645228,3.4754435195706646,-1.8336518220885356
184.426,-3.585847144989117,1.8344997274434913,-0.071786367468157,-0.200467178307861,3.47544354361346,-1.8336518365439634
184.526,-3.596487437286398,1.8111399207071461,-0.07346702526064981,-0.1890395031368978,3.475443567594573,-1.8336518496721834
184.626,-3.606260857306239,1.7956443897610905,-0.07438147002201005,-0.1787525451698627,3.4754435915755004,-1.8336518627964018
184.726,-3.616512296790425,1.7935555373806804,-0.07413891378972652,-0.17497059413911803,3.4754436154354704,-1.8336518718835084
184.826,-3.6200743244217453,1.775137252646356,-0.07504468605830006,-0.17001351078380492,3.475443639295076,-1.8336518809584426
184.926,-3.6313660259934406,1.7541320237587892,-0.07411107069899875,-0.16237144010980847,3.4754436599060137,-1.833651889307813
185.026,-3.6432049200276366,1.7342424470031141,-0.0730347265478258,-0.15469812898590413,3.4754436805071567,-1.8336518976549958
